edu,geo,time,value
ED0-2,UKG2,2018,5.2
ED0-2,UKG2,2019,5.9
ED3-4,UKG2,2018,4.4
ED3-4,UKG2,2019,3.1
ED5-8,UKG2,2018,1.9
ED5-8,UKG2,2019,2.3
TOTAL,UKG2,2018,3.7
TOTAL,UKG2,2019,3.3
ED0-2,UKG3,2018,9.8
ED0-2,UKG3,2019,9.4
ED3-4,UKG3,2018,7.3
ED3-4,UKG3,2019,5.8
ED5-8,UKG3,2018,3.5
ED5-8,UKG3,2019,4.0
TOTAL,UKG3,2018,6.5
TOTAL,UKG3,2019,5.9
ED0-2,UKH,2018,4.3
ED0-2,UKH,2019,4.8
ED3-4,UKH,2018,3.6
ED3-4,UKH,2019,2.9
ED5-8,UKH,2018,1.9
ED5-8,UKH,2019,2.1
TOTAL,UKH,2018,3.1
TOTAL,UKH,2019,2.9
ED0-2,UKH1,2018,6.1
ED0-2,UKH1,2019,4.3
ED3-4,UKH1,2018,3.7
ED3-4,UKH1,2019,3.1
ED5-8,UKH1,2018,1.9
ED5-8,UKH1,2019,1.8
TOTAL,UKH1,2018,3.5
TOTAL,UKH1,2019,2.9
ED0-2,UKH2,2018,3.7
ED0-2,UKH2,2019,5.0
ED3-4,UKH2,2018,3.5
ED3-4,UKH2,2019,2.9
ED5-8,UKH2,2018,2.0
ED5-8,UKH2,2019,1.9
TOTAL,UKH2,2018,2.9
TOTAL,UKH2,2019,2.7
ED0-2,UKH3,2018,2.6
ED0-2,UKH3,2019,5.2
ED3-4,UKH3,2018,3.6
ED3-4,UKH3,2019,2.4
ED5-8,UKH3,2018,1.9
ED5-8,UKH3,2019,2.8
TOTAL,UKH3,2018,2.8
TOTAL,UKH3,2019,3.2
ED0-2,UKI,2018,8.2
ED0-2,UKI,2019,8.0
ED3-4,UKI,2018,6.8
ED3-4,UKI,2019,6.0
ED5-8,UKI,2018,2.9
ED5-8,UKI,2019,2.8
TOTAL,UKI,2018,4.6
TOTAL,UKI,2019,4.3
ED0-2,UKI3,2018,14.1
ED0-2,UKI3,2019,10.4
ED3-4,UKI3,2018,7.3
ED3-4,UKI3,2019,7.2
ED5-8,UKI3,2018,3.7
ED5-8,UKI3,2019,2.2
TOTAL,UKI3,2018,5.1
TOTAL,UKI3,2019,3.8
ED0-2,UKI4,2018,10.0
ED0-2,UKI4,2019,8.5
ED3-4,UKI4,2018,6.9
ED3-4,UKI4,2019,7.8
ED5-8,UKI4,2018,2.5
ED5-8,UKI4,2019,1.9
TOTAL,UKI4,2018,4.3
TOTAL,UKI4,2019,4.0
ED0-2,UKI5,2018,6.4
ED0-2,UKI5,2019,7.1
ED3-4,UKI5,2018,5.4
ED3-4,UKI5,2019,4.1
ED5-8,UKI5,2018,3.5
ED5-8,UKI5,2019,3.7
TOTAL,UKI5,2018,4.6
TOTAL,UKI5,2019,4.4
ED0-2,UKI6,2018,5.8
ED0-2,UKI6,2019,6.9
ED3-4,UKI6,2018,7.8
ED3-4,UKI6,2019,5.8
ED5-8,UKI6,2018,2.5
ED5-8,UKI6,2019,2.3
TOTAL,UKI6,2018,4.7
TOTAL,UKI6,2019,4.1
ED0-2,UKI7,2018,8.0
ED0-2,UKI7,2019,8.3
ED3-4,UKI7,2018,7.2
ED3-4,UKI7,2019,6.1
ED5-8,UKI7,2018,2.7
ED5-8,UKI7,2019,4.2
TOTAL,UKI7,2018,4.8
TOTAL,UKI7,2019,5.1
ED0-2,UKJ,2018,5.6
ED0-2,UKJ,2019,5.3
ED3-4,UKJ,2018,3.8
ED3-4,UKJ,2019,3.3
ED5-8,UKJ,2018,2.2
ED5-8,UKJ,2019,2.1
TOTAL,UKJ,2018,3.4
TOTAL,UKJ,2019,3.0
ED0-2,UKJ1,2018,6.4
ED0-2,UKJ1,2019,5.0
ED3-4,UKJ1,2018,3.3
ED3-4,UKJ1,2019,3.1
ED5-8,UKJ1,2018,1.8
ED5-8,UKJ1,2019,2.0
TOTAL,UKJ1,2018,3.0
TOTAL,UKJ1,2019,2.8
ED0-2,UKJ2,2018,4.4
ED0-2,UKJ2,2019,5.7
ED3-4,UKJ2,2018,4.1
ED3-4,UKJ2,2019,3.1
ED5-8,UKJ2,2018,2.9
ED5-8,UKJ2,2019,1.3
TOTAL,UKJ2,2018,3.6
TOTAL,UKJ2,2019,2.6
ED0-2,UKJ3,2018,4.6
ED0-2,UKJ3,2019,5.0
ED3-4,UKJ3,2018,2.9
ED3-4,UKJ3,2019,3.1
ED5-8,UKJ3,2018,2.0
ED5-8,UKJ3,2019,2.8
TOTAL,UKJ3,2018,2.7
TOTAL,UKJ3,2019,3.2
ED0-2,UKJ4,2018,7.1
ED0-2,UKJ4,2019,5.5
ED3-4,UKJ4,2018,4.9
ED3-4,UKJ4,2019,4.1
ED5-8,UKJ4,2018,2.1
ED5-8,UKJ4,2019,2.7
TOTAL,UKJ4,2018,4.3
TOTAL,UKJ4,2019,3.9
ED0-2,UKK,2018,4.6
ED0-2,UKK,2019,4.4
ED3-4,UKK,2018,3.3
ED3-4,UKK,2019,2.6
ED5-8,UKK,2018,2.0
ED5-8,UKK,2019,1.8
TOTAL,UKK,2018,3.0
TOTAL,UKK,2019,2.6
ED0-2,UKK1,2018,4.2
ED0-2,UKK1,2019,4.4
ED3-4,UKK1,2018,3.4
ED3-4,UKK1,2019,2.7
ED5-8,UKK1,2018,1.9
ED5-8,UKK1,2019,2.1
TOTAL,UKK1,2018,2.9
TOTAL,UKK1,2019,2.7
ED0-2,UKK2,2018,5.4
ED0-2,UKK2,2019,4.0
ED3-4,UKK2,2018,2.7
ED3-4,UKK2,2019,2.2
ED5-8,UKK2,2018,2.4
TOTAL,UKK2,2018,3.1
TOTAL,UKK2,2019,2.1
ED3-4,UKK3,2018,3.8
TOTAL,UKK3,2018,2.6
TOTAL,UKK3,2019,2.1
ED0-2,UKK4,2018,5.7
ED0-2,UKK4,2019,5.4
ED3-4,UKK4,2018,3.2
ED3-4,UKK4,2019,3.2
ED5-8,UKK4,2018,2.5
TOTAL,UKK4,2018,3.3
TOTAL,UKK4,2019,3.0
ED0-2,UKL,2018,6.6
ED0-2,UKL,2019,5.9
ED3-4,UKL,2018,4.4
ED3-4,UKL,2019,4.2
ED5-8,UKL,2018,2.4
ED5-8,UKL,2019,2.3
TOTAL,UKL,2018,4.1
TOTAL,UKL,2019,3.7
ED0-2,UKL1,2018,8.2
ED0-2,UKL1,2019,6.8
ED3-4,UKL1,2018,5.2
ED3-4,UKL1,2019,4.0
ED5-8,UKL1,2018,2.8
ED5-8,UKL1,2019,2.8
TOTAL,UKL1,2018,4.9
TOTAL,UKL1,2019,4.0
ED0-2,UKL2,2019,4.4
ED3-4,UKL2,2018,3.1
ED3-4,UKL2,2019,4.6
ED5-8,UKL2,2018,1.8
ED5-8,UKL2,2019,1.6
TOTAL,UKL2,2018,2.7
TOTAL,UKL2,2019,3.2
ED0-2,UKM,2018,5.7
ED0-2,UKM,2019,5.6
ED3-4,UKM,2018,4.1
ED3-4,UKM,2019,3.1
ED5-8,UKM,2018,2.8
ED5-8,UKM,2019,3.1
TOTAL,UKM,2018,3.8
TOTAL,UKM,2019,3.5
ED3-4,UKM5,2018,5.0
ED5-8,UKM5,2019,3.8
TOTAL,UKM5,2018,3.5
TOTAL,UKM5,2019,3.2
TOTAL,UKM6,2018,2.2
ED0-2,UKM7,2018,5.1
ED0-2,UKM7,2019,5.2
ED3-4,UKM7,2018,3.8
ED3-4,UKM7,2019,2.8
ED5-8,UKM7,2018,2.9
ED5-8,UKM7,2019,3.1
TOTAL,UKM7,2018,3.6
TOTAL,UKM7,2019,3.4
ED0-2,UKM8,2018,7.0
ED0-2,UKM8,2019,7.8
ED3-4,UKM8,2018,5.3
ED3-4,UKM8,2019,4.2
ED5-8,UKM8,2018,4.1
ED5-8,UKM8,2019,3.6
TOTAL,UKM8,2018,5.1
TOTAL,UKM8,2019,4.5
ED0-2,UKM9,2018,5.9
ED0-2,UKM9,2019,5.6
ED3-4,UKM9,2018,3.7
ED3-4,UKM9,2019,3.0
ED5-8,UKM9,2019,2.2
TOTAL,UKM9,2018,3.2
TOTAL,UKM9,2019,3.1
ED0-2,UKN,2018,6.0
ED0-2,UKN,2019,4.9
ED3-4,UKN,2018,4.0
ED3-4,UKN,2019,3.4
ED5-8,UKN,2018,1.9
ED5-8,UKN,2019,1.1
TOTAL,UKN,2018,3.6
TOTAL,UKN,2019,2.7
ED0-2,UKN0,2018,6.0
ED0-2,UKN0,2019,4.9
ED3-4,UKN0,2018,4.0
ED3-4,UKN0,2019,3.4
ED5-8,UKN0,2018,1.9
ED5-8,UKN0,2019,1.1
TOTAL,UKN0,2018,3.6
TOTAL,UKN0,2019,2.7
