edu,geo,time,value
ED3-4,ES41,2020,12.0
ED5-8,ES41,2018,8.3
ED5-8,ES41,2019,8.2
ED5-8,ES41,2020,8.1
TOTAL,ES41,2018,12.1
TOTAL,ES41,2019,11.6
TOTAL,ES41,2020,12.1
ED0-2,ES42,2018,23.1
ED0-2,ES42,2019,20.6
ED0-2,ES42,2020,22.3
ED3-4,ES42,2018,17.7
ED3-4,ES42,2019,16.4
ED3-4,ES42,2020,17.9
ED5-8,ES42,2018,11.0
ED5-8,ES42,2019,10.1
ED5-8,ES42,2020,11.6
TOTAL,ES42,2018,18.2
TOTAL,ES42,2019,16.2
TOTAL,ES42,2020,17.7
ED0-2,ES43,2018,29.6
ED0-2,ES43,2019,26.6
ED0-2,ES43,2020,27.3
ED3-4,ES43,2018,20.7
ED3-4,ES43,2019,21.0
ED3-4,ES43,2020,22.5
ED5-8,ES43,2018,15.4
ED5-8,ES43,2019,13.2
ED5-8,ES43,2020,12.8
TOTAL,ES43,2018,23.6
TOTAL,ES43,2019,21.5
TOTAL,ES43,2020,21.8
ED0-2,ES5,2018,18.5
ED0-2,ES5,2019,17.2
ED0-2,ES5,2020,19.3
ED3-4,ES5,2018,13.6
ED3-4,ES5,2019,12.8
ED3-4,ES5,2020,16.0
ED5-8,ES5,2018,7.6
ED5-8,ES5,2019,7.6
ED5-8,ES5,2020,9.3
TOTAL,ES5,2018,12.9
TOTAL,ES5,2019,12.2
TOTAL,ES5,2020,14.2
ED0-2,ES51,2018,16.9
ED0-2,ES51,2019,17.0
ED0-2,ES51,2020,18.5
ED3-4,ES51,2018,13.2
ED3-4,ES51,2019,12.0
ED3-4,ES51,2020,14.3
ED5-8,ES51,2018,6.4
ED5-8,ES51,2019,6.1
ED5-8,ES51,2020,7.6
TOTAL,ES51,2018,11.5
TOTAL,ES51,2019,11.0
TOTAL,ES51,2020,12.6
ED0-2,ES52,2018,22.0
ED0-2,ES52,2019,18.3
ED0-2,ES52,2020,20.3
ED3-4,ES52,2018,14.1
ED3-4,ES52,2019,13.7
ED3-4,ES52,2020,17.4
ED5-8,ES52,2018,10.2
ED5-8,ES52,2019,10.4
ED5-8,ES52,2020,11.9
TOTAL,ES52,2018,15.6
TOTAL,ES52,2019,14.1
TOTAL,ES52,2020,16.2
ED0-2,ES53,2018,14.2
ED0-2,ES53,2019,14.3
ED0-2,ES53,2020,19.9
ED3-4,ES53,2018,14.1
ED3-4,ES53,2019,13.9
ED3-4,ES53,2020,19.4
ED5-8,ES53,2018,5.6
ED5-8,ES53,2019,7.0
ED5-8,ES53,2020,10.2
TOTAL,ES53,2018,11.5
TOTAL,ES53,2019,11.7
TOTAL,ES53,2020,16.1
ED0-2,ES6,2018,29.3
ED0-2,ES6,2019,27.3
ED0-2,ES6,2020,27.7
ED3-4,ES6,2018,21.2
ED3-4,ES6,2019,19.4
ED3-4,ES6,2020,21.3
ED5-8,ES6,2018,12.9
ED5-8,ES6,2019,11.8
ED5-8,ES6,2020,14.0
TOTAL,ES6,2018,22.1
TOTAL,ES6,2019,20.3
TOTAL,ES6,2020,21.4
ED0-2,ES61,2018,30.6
ED0-2,ES61,2019,28.5
ED0-2,ES61,2020,29.0
ED3-4,ES61,2018,21.7
ED3-4,ES61,2019,20.3
ED3-4,ES61,2020,22.0
ED5-8,ES61,2018,13.5
ED5-8,ES61,2019,12.4
ED5-8,ES61,2020,14.6
TOTAL,ES61,2018,23.0
TOTAL,ES61,2019,21.2
TOTAL,ES61,2020,22.3
ED0-2,ES62,2018,21.0
ED0-2,ES62,2019,19.3
ED0-2,ES62,2020,19.0
ED3-4,ES62,2018,18.8
ED3-4,ES62,2019,14.5
ED3-4,ES62,2020,18.4
ED5-8,ES62,2018,9.7
ED5-8,ES62,2019,8.6
ED5-8,ES62,2020,11.4
TOTAL,ES62,2018,16.8
TOTAL,ES62,2019,14.7
TOTAL,ES62,2020,16.2
ED0-2,ES63,2018,40.0
ED0-2,ES63,2019,38.5
ED0-2,ES63,2020,36.4
ED3-4,ES63,2018,22.0
ED3-4,ES63,2019,15.7
ED3-4,ES63,2020,19.4
ED5-8,ES63,2018,14.7
ED5-8,ES63,2019,12.1
ED5-8,ES63,2020,10.1
TOTAL,ES63,2018,29.0
TOTAL,ES63,2019,25.8
TOTAL,ES63,2020,24.5
ED0-2,ES64,2018,40.6
ED0-2,ES64,2019,41.8
ED0-2,ES64,2020,42.8
ED3-4,ES64,2018,18.2
ED3-4,ES64,2019,22.7
ED3-4,ES64,2020,21.3
ED5-8,ES64,2018,10.7
ED5-8,ES64,2019,11.8
ED5-8,ES64,2020,7.3
TOTAL,ES64,2018,25.8
TOTAL,ES64,2019,27.0
TOTAL,ES64,2020,23.6
ED0-2,ES7,2018,26.7
ED0-2,ES7,2019,27.2
ED0-2,ES7,2020,29.1
ED3-4,ES7,2018,17.6
ED3-4,ES7,2019,18.8
ED3-4,ES7,2020,21.1
ED5-8,ES7,2018,14.1
ED5-8,ES7,2019,14.6
ED5-8,ES7,2020,17.8
TOTAL,ES7,2018,20.1
TOTAL,ES7,2019,20.5
TOTAL,ES7,2020,22.6
ED0-2,ES70,2018,26.7
ED0-2,ES70,2019,27.2
ED0-2,ES70,2020,29.1
ED3-4,ES70,2018,17.6
ED3-4,ES70,2019,18.8
ED3-4,ES70,2020,21.1
ED5-8,ES70,2018,14.1
ED5-8,ES70,2019,14.6
ED5-8,ES70,2020,17.8
TOTAL,ES70,2018,20.1
TOTAL,ES70,2019,20.5
TOTAL,ES70,2020,22.6
ED0-2,EU15,2018,13.6
ED0-2,EU15,2019,12.8
ED3-4,EU15,2018,6.8
ED3-4,EU15,2019,6.4
ED5-8,EU15,2018,4.5
ED5-8,EU15,2019,4.3
TOTAL,EU15,2018,7.4
TOTAL,EU15,2019,6.9
ED0-2,EU27_2020,2018,14.2
ED0-2,EU27_2020,2019,13.2
ED0-2,EU27_2020,2020,13.5
ED3-4,EU27_2020,2018,6.4
ED3-4,EU27_2020,2019,5.9
ED3-4,EU27_2020,2020,6.4
ED5-8,EU27_2020,2018,4.5
ED5-8,EU27_2020,2019,4.2
ED5-8,EU27_2020,2020,4.7
TOTAL,EU27_2020,2018,7.3
TOTAL,EU27_2020,2019,6.7
TOTAL,EU27_2020,2020,7.1
ED0-2,EU28,2018,13.3
ED0-2,EU28,2019,12.4
ED3-4,EU28,2018,6.2
ED3-4,EU28,2019,5.7
ED5-8,EU28,2018,4.1
ED5-8,EU28,2019,3.9
TOTAL,EU28,2018,6.8
TOTAL,EU28,2019,6.3
ED0-2,FI,2018,15.9
ED0-2,FI,2019,16.0
ED0-2,FI,2020,18.8
ED3-4,FI,2018,8.3
ED3-4,FI,2019,7.2
ED3-4,FI,2020,8.9
ED5-8,FI,2018,4.2
ED5-8,FI,2019,3.9
ED5-8,FI,2020,4.3
TOTAL,FI,2018,7.4
TOTAL,FI,2019,6.7
TOTAL,FI,2020,7.8
ED0-2,FI1,2018,16.0
ED0-2,FI1,2019,16.1
ED0-2,FI1,2020,18.8
ED3-4,FI1,2018,8.3
ED3-4,FI1,2019,7.2
ED3-4,FI1,2020,8.9
ED5-8,FI1,2018,4.2
ED5-8,FI1,2019,4.0
ED5-8,FI1,2020,4.3
TOTAL,FI1,2018,7.4
TOTAL,FI1,2019,6.7
TOTAL,FI1,2020,7.8
ED0-2,FI19,2018,14.6
ED0-2,FI19,2019,15.2
ED0-2,FI19,2020,18.8
ED3-4,FI19,2018,8.2
ED3-4,FI19,2019,7.0
ED3-4,FI19,2020,9.0
ED5-8,FI19,2018,4.4
ED5-8,FI19,2019,3.6
ED5-8,FI19,2020,4.0
TOTAL,FI19,2018,7.4
TOTAL,FI19,2019,6.4
TOTAL,FI19,2020,7.7
ED0-2,FI1B,2018,16.3
ED0-2,FI1B,2019,16.5
ED0-2,FI1B,2020,19.5
ED3-4,FI1B,2018,7.8
ED3-4,FI1B,2019,6.8
ED3-4,FI1B,2020,8.4
ED5-8,FI1B,2018,4.1
ED5-8,FI1B,2019,4.1
ED5-8,FI1B,2020,4.1
TOTAL,FI1B,2018,6.9
TOTAL,FI1B,2019,6.4
TOTAL,FI1B,2020,7.2
ED0-2,FI1C,2018,16.6
ED0-2,FI1C,2019,15.0
ED0-2,FI1C,2020,16.3
ED3-4,FI1C,2018,8.2
ED3-4,FI1C,2019,6.3
ED3-4,FI1C,2020,8.4
ED5-8,FI1C,2018,3.6
ED5-8,FI1C,2019,4.1
ED5-8,FI1C,2020,4.9
TOTAL,FI1C,2018,7.4
TOTAL,FI1C,2019,6.3
TOTAL,FI1C,2020,7.7
ED0-2,FI1D,2018,16.3
ED0-2,FI1D,2019,17.4
ED0-2,FI1D,2020,20.2
ED3-4,FI1D,2018,9.0
ED3-4,FI1D,2019,8.8
ED3-4,FI1D,2020,10.0
ED5-8,FI1D,2018,4.6
ED5-8,FI1D,2019,4.0
ED5-8,FI1D,2020,4.7
TOTAL,FI1D,2018,8.1
TOTAL,FI1D,2019,7.8
TOTAL,FI1D,2020,8.8
ED0-2,FR,2018,16.3
ED0-2,FR,2019,15.6
ED0-2,FR,2020,14.1
ED3-4,FR,2018,9.7
ED3-4,FR,2019,9.2
ED3-4,FR,2020,8.9
ED5-8,FR,2018,5.4
ED5-8,FR,2019,5.1
ED5-8,FR,2020,5.2
TOTAL,FR,2018,9.1
TOTAL,FR,2019,8.5
TOTAL,FR,2020,8.1
ED0-2,FR1,2018,15.2
ED0-2,FR1,2019,13.4
ED0-2,FR1,2020,11.8
ED3-4,FR1,2018,10.1
ED3-4,FR1,2019,9.7
ED3-4,FR1,2020,9.8
ED5-8,FR1,2018,5.8
ED5-8,FR1,2019,5.3
ED5-8,FR1,2020,6.4
TOTAL,FR1,2018,8.7
TOTAL,FR1,2019,7.9
TOTAL,FR1,2020,8.2
ED0-2,FR10,2018,15.2
ED0-2,FR10,2019,13.4
ED0-2,FR10,2020,11.8
ED3-4,FR10,2018,10.1
ED3-4,FR10,2019,9.7
ED3-4,FR10,2020,9.8
ED5-8,FR10,2018,5.8
ED5-8,FR10,2019,5.3
ED5-8,FR10,2020,6.4
TOTAL,FR10,2018,8.7
TOTAL,FR10,2019,7.9
TOTAL,FR10,2020,8.2
ED0-2,FRB,2018,11.9
ED0-2,FRB,2019,12.1
ED0-2,FRB,2020,14.2
ED3-4,FRB,2018,9.3
ED3-4,FRB,2019,9.1
ED3-4,FRB,2020,9.9
ED5-8,FRB,2018,5.3
ED5-8,FRB,2019,5.0
ED5-8,FRB,2020,4.8
TOTAL,FRB,2018,8.3
TOTAL,FRB,2019,8.2
TOTAL,FRB,2020,8.9
ED0-2,FRB0,2018,11.9
ED0-2,FRB0,2019,12.1
ED0-2,FRB0,2020,14.2
ED3-4,FRB0,2018,9.3
ED3-4,FRB0,2019,9.1
ED3-4,FRB0,2020,9.9
ED5-8,FRB0,2018,5.3
ED5-8,FRB0,2019,5.0
ED5-8,FRB0,2020,4.8
TOTAL,FRB0,2018,8.3
TOTAL,FRB0,2019,8.2
TOTAL,FRB0,2020,8.9
ED0-2,FRC,2018,13.8
ED0-2,FRC,2019,13.4
ED0-2,FRC,2020,13.9
ED3-4,FRC,2018,8.1
ED3-4,FRC,2019,7.7
ED3-4,FRC,2020,7.2
ED5-8,FRC,2018,5.2
ED5-8,FRC,2019,5.5
ED5-8,FRC,2020,3.8
TOTAL,FRC,2018,8.2
TOTAL,FRC,2019,7.8
TOTAL,FRC,2020,6.9
ED0-2,FRC1,2018,16.3
ED0-2,FRC1,2019,15.5
ED0-2,FRC1,2020,15.2
ED3-4,FRC1,2018,8.6
ED3-4,FRC1,2019,6.9
ED3-4,FRC1,2020,8.9
ED5-8,FRC1,2018,5.7
ED5-8,FRC1,2019,5.3
ED5-8,FRC1,2020,3.7
TOTAL,FRC1,2018,8.9
TOTAL,FRC1,2019,7.5
TOTAL,FRC1,2020,7.8
ED0-2,FRC2,2018,10.4
ED0-2,FRC2,2019,11.2
ED0-2,FRC2,2020,11.9
ED3-4,FRC2,2018,7.4
ED3-4,FRC2,2019,8.7
ED3-4,FRC2,2020,4.9
ED5-8,FRC2,2018,4.7
ED5-8,FRC2,2019,5.9
ED5-8,FRC2,2020,4.0
TOTAL,FRC2,2018,7.2
TOTAL,FRC2,2019,8.2
TOTAL,FRC2,2020,5.6
ED0-2,FRD,2018,14.5
ED0-2,FRD,2019,14.7
ED0-2,FRD,2020,12.6
ED3-4,FRD,2018,8.4
ED3-4,FRD,2019,9.9
ED3-4,FRD,2020,8.1
ED5-8,FRD,2018,6.0
ED5-8,FRD,2019,5.1
ED5-8,FRD,2020,4.1
TOTAL,FRD,2018,8.7
TOTAL,FRD,2019,9.1
TOTAL,FRD,2020,7.4
ED0-2,FRD1,2018,11.8
ED0-2,FRD1,2019,12.2
ED0-2,FRD1,2020,8.3
ED3-4,FRD1,2018,8.1
ED3-4,FRD1,2019,7.8
ED3-4,FRD1,2020,7.0
ED5-8,FRD1,2018,5.8
ED5-8,FRD1,2019,6.7
ED5-8,FRD1,2020,3.8
TOTAL,FRD1,2018,8.0
TOTAL,FRD1,2019,8.2
TOTAL,FRD1,2020,6.1
ED0-2,FRD2,2018,16.6
ED0-2,FRD2,2019,16.9
ED0-2,FRD2,2020,15.9
ED3-4,FRD2,2018,8.7
ED3-4,FRD2,2019,11.5
ED3-4,FRD2,2020,8.8
ED5-8,FRD2,2018,6.1
ED5-8,FRD2,2019,3.9
ED5-8,FRD2,2020,4.3
TOTAL,FRD2,2018,9.3
TOTAL,FRD2,2019,9.9
TOTAL,FRD2,2020,8.3
ED0-2,FRE,2018,20.5
ED0-2,FRE,2019,20.7
ED0-2,FRE,2020,16.8
ED3-4,FRE,2018,12.2
ED3-4,FRE,2019,11.6
ED3-4,FRE,2020,10.3
ED5-8,FRE,2018,5.2
ED5-8,FRE,2019,4.4
ED5-8,FRE,2020,3.8
TOTAL,FRE,2018,11.2
TOTAL,FRE,2019,10.5
TOTAL,FRE,2020,9.0
ED0-2,FRE1,2018,23.7
ED0-2,FRE1,2019,24.7
ED0-2,FRE1,2020,16.9
ED3-4,FRE1,2018,13.2
ED3-4,FRE1,2019,12.6
ED3-4,FRE1,2020,10.9
ED5-8,FRE1,2018,5.9
ED5-8,FRE1,2019,4.4
ED5-8,FRE1,2020,3.5
TOTAL,FRE1,2018,12.2
TOTAL,FRE1,2019,11.2
TOTAL,FRE1,2020,9.1
ED0-2,FRE2,2018,15.4
ED0-2,FRE2,2019,15.1
ED0-2,FRE2,2020,16.6
ED3-4,FRE2,2018,10.3
ED3-4,FRE2,2019,9.5
ED3-4,FRE2,2020,8.8
ED5-8,FRE2,2018,3.5
ED5-8,FRE2,2019,4.3
ED5-8,FRE2,2020,4.4
TOTAL,FRE2,2018,9.2
TOTAL,FRE2,2019,9.0
TOTAL,FRE2,2020,8.6
ED0-2,FRF,2018,15.7
ED0-2,FRF,2019,16.0
ED0-2,FRF,2020,15.5
ED3-4,FRF,2018,9.3
ED3-4,FRF,2019,8.0
ED3-4,FRF,2020,9.1
ED5-8,FRF,2018,4.9
ED5-8,FRF,2019,4.8
ED5-8,FRF,2020,5.7
TOTAL,FRF,2018,8.9
TOTAL,FRF,2019,8.0
TOTAL,FRF,2020,8.8
ED0-2,FRF1,2018,14.5
ED0-2,FRF1,2019,15.8
ED0-2,FRF1,2020,16.3
ED3-4,FRF1,2018,8.5
ED3-4,FRF1,2019,6.8
ED3-4,FRF1,2020,6.1
ED5-8,FRF1,2018,4.9
ED5-8,FRF1,2019,4.9
ED5-8,FRF1,2020,5.8
TOTAL,FRF1,2018,8.0
TOTAL,FRF1,2019,7.3
TOTAL,FRF1,2020,7.3
ED0-2,FRF2,2018,15.7
ED0-2,FRF2,2019,18.1
ED0-2,FRF2,2020,18.9
ED3-4,FRF2,2018,9.0
ED3-4,FRF2,2019,8.5
ED3-4,FRF2,2020,12.3
ED5-8,FRF2,2018,4.1
ED5-8,FRF2,2019,5.1
ED5-8,FRF2,2020,5.9
TOTAL,FRF2,2018,8.8
TOTAL,FRF2,2019,9.1
TOTAL,FRF2,2020,11.7
ED0-2,FRF3,2018,16.7
ED0-2,FRF3,2019,14.9
ED0-2,FRF3,2020,12.5
ED3-4,FRF3,2018,10.3
ED3-4,FRF3,2019,8.7
ED3-4,FRF3,2020,9.8
ED5-8,FRF3,2018,5.2
ED5-8,FRF3,2019,4.4
ED5-8,FRF3,2020,5.6
TOTAL,FRF3,2018,9.8
TOTAL,FRF3,2019,8.1
TOTAL,FRF3,2020,8.7
ED0-2,FRG,2018,13.1
ED0-2,FRG,2019,13.8
ED0-2,FRG,2020,11.4
ED3-4,FRG,2018,7.8
ED3-4,FRG,2019,7.6
ED3-4,FRG,2020,7.5
ED5-8,FRG,2018,5.6
ED5-8,FRG,2019,5.3
ED5-8,FRG,2020,4.8
TOTAL,FRG,2018,7.8
TOTAL,FRG,2019,7.6
TOTAL,FRG,2020,6.9
ED0-2,FRG0,2018,13.1
ED0-2,FRG0,2019,13.8
ED0-2,FRG0,2020,11.4
ED3-4,FRG0,2018,7.8
ED3-4,FRG0,2019,7.6
ED3-4,FRG0,2020,7.5
ED5-8,FRG0,2018,5.6
ED5-8,FRG0,2019,5.3
ED5-8,FRG0,2020,4.8
TOTAL,FRG0,2018,7.8
TOTAL,FRG0,2019,7.6
TOTAL,FRG0,2020,6.9
ED0-2,FRH,2018,12.5
ED0-2,FRH,2019,11.7
ED0-2,FRH,2020,10.7
ED3-4,FRH,2018,7.3
ED3-4,FRH,2019,7.4
ED3-4,FRH,2020,7.2
ED5-8,FRH,2018,4.5
ED5-8,FRH,2019,4.9
ED5-8,FRH,2020,5.1
TOTAL,FRH,2018,6.8
TOTAL,FRH,2019,6.9
TOTAL,FRH,2020,6.7
ED0-2,FRH0,2018,12.5
ED0-2,FRH0,2019,11.7
ED0-2,FRH0,2020,10.7
ED3-4,FRH0,2018,7.3
ED3-4,FRH0,2019,7.4
ED3-4,FRH0,2020,7.2
ED5-8,FRH0,2018,4.5
ED5-8,FRH0,2019,4.9
ED5-8,FRH0,2020,5.1
TOTAL,FRH0,2018,6.8
TOTAL,FRH0,2019,6.9
TOTAL,FRH0,2020,6.7
ED0-2,FRI,2018,16.9
ED0-2,FRI,2019,16.5
ED0-2,FRI,2020,13.8
ED3-4,FRI,2018,8.7
ED3-4,FRI,2019,8.8
ED3-4,FRI,2020,8.2
ED5-8,FRI,2018,5.9
ED5-8,FRI,2019,5.1
ED5-8,FRI,2020,4.7
TOTAL,FRI,2018,8.8
TOTAL,FRI,2019,8.6
TOTAL,FRI,2020,7.6
ED0-2,FRI1,2018,18.2
ED0-2,FRI1,2019,17.4
ED0-2,FRI1,2020,12.7
ED3-4,FRI1,2018,9.1
ED3-4,FRI1,2019,8.8
ED3-4,FRI1,2020,7.2
ED5-8,FRI1,2018,6.2
ED5-8,FRI1,2019,6.4
ED5-8,FRI1,2020,5.3
TOTAL,FRI1,2018,9.3
TOTAL,FRI1,2019,9.1
TOTAL,FRI1,2020,7.3
ED0-2,FRI2,2018,14.0
ED0-2,FRI2,2019,15.4
ED3-4,FRI2,2018,6.6
ED3-4,FRI2,2019,7.0
ED3-4,FRI2,2020,8.4
ED5-8,FRI2,2018,4.9
TOTAL,FRI2,2018,7.0
TOTAL,FRI2,2019,7.0
TOTAL,FRI2,2020,7.2
ED0-2,FRI3,2018,15.1
ED0-2,FRI3,2019,15.2
ED0-2,FRI3,2020,16.7
ED3-4,FRI3,2018,9.0
ED3-4,FRI3,2019,9.5
ED3-4,FRI3,2020,9.9
ED5-8,FRI3,2018,5.7
ED5-8,FRI3,2019,2.7
ED5-8,FRI3,2020,3.9
TOTAL,FRI3,2018,8.7
TOTAL,FRI3,2019,8.1
TOTAL,FRI3,2020,8.6
ED0-2,FRJ,2018,17.4
ED0-2,FRJ,2019,15.3
ED0-2,FRJ,2020,14.3
ED3-4,FRJ,2018,10.2
ED3-4,FRJ,2019,9.5
ED3-4,FRJ,2020,8.1
ED5-8,FRJ,2018,6.0
ED5-8,FRJ,2019,5.0
ED5-8,FRJ,2020,4.5
TOTAL,FRJ,2018,9.5
TOTAL,FRJ,2019,8.4
TOTAL,FRJ,2020,7.2
ED0-2,FRJ1,2018,19.0
ED0-2,FRJ1,2019,17.7
ED0-2,FRJ1,2020,17.6
ED3-4,FRJ1,2018,13.0
ED3-4,FRJ1,2019,11.5
ED3-4,FRJ1,2020,9.8
ED5-8,FRJ1,2018,6.2
ED5-8,FRJ1,2019,5.5
ED5-8,FRJ1,2020,5.9
TOTAL,FRJ1,2018,11.7
TOTAL,FRJ1,2019,10.3
TOTAL,FRJ1,2020,9.2
ED0-2,FRJ2,2018,14.9
ED0-2,FRJ2,2019,12.3
ED0-2,FRJ2,2020,10.3
ED3-4,FRJ2,2018,7.7
ED3-4,FRJ2,2019,7.6
ED3-4,FRJ2,2020,6.7
ED5-8,FRJ2,2018,5.9
ED5-8,FRJ2,2019,4.6
ED5-8,FRJ2,2020,3.4
TOTAL,FRJ2,2018,7.7
TOTAL,FRJ2,2019,6.7
TOTAL,FRJ2,2020,5.6
ED0-2,FRK,2018,13.1
ED0-2,FRK,2019,12.1
ED0-2,FRK,2020,12.1
ED3-4,FRK,2018,8.4
ED3-4,FRK,2019,7.4
ED3-4,FRK,2020,7.9
ED5-8,FRK,2018,4.3
ED5-8,FRK,2019,4.4
ED5-8,FRK,2020,5.0
TOTAL,FRK,2018,7.4
TOTAL,FRK,2019,6.8
TOTAL,FRK,2020,7.2
ED0-2,FRK1,2018,14.6
ED0-2,FRK1,2019,10.8
ED0-2,FRK1,2020,9.5
ED3-4,FRK1,2018,8.1
ED3-4,FRK1,2019,5.6
ED3-4,FRK1,2020,5.3
ED5-8,FRK1,2018,4.0
ED5-8,FRK1,2019,3.4
ED5-8,FRK1,2020,4.0
TOTAL,FRK1,2018,7.7
TOTAL,FRK1,2019,5.6
TOTAL,FRK1,2020,5.5
ED0-2,FRK2,2018,12.7
ED0-2,FRK2,2019,12.3
ED0-2,FRK2,2020,12.8
ED3-4,FRK2,2018,8.5
ED3-4,FRK2,2019,7.8
ED3-4,FRK2,2020,8.5
ED5-8,FRK2,2018,4.4
ED5-8,FRK2,2019,4.6
ED5-8,FRK2,2020,5.2
TOTAL,FRK2,2018,7.3
TOTAL,FRK2,2019,7.0
TOTAL,FRK2,2020,7.5
ED0-2,FRL,2018,15.6
ED0-2,FRL,2019,15.0
ED0-2,FRL,2020,14.3
ED3-4,FRL,2018,10.3
ED3-4,FRL,2019,9.2
ED3-4,FRL,2020,8.8
ED5-8,FRL,2018,5.4
ED5-8,FRL,2019,6.1
ED5-8,FRL,2020,5.0
TOTAL,FRL,2018,9.3
TOTAL,FRL,2019,8.8
TOTAL,FRL,2020,8.0
ED0-2,FRL0,2018,15.6
ED0-2,FRL0,2019,15.0
ED0-2,FRL0,2020,14.3
ED3-4,FRL0,2018,10.3
ED3-4,FRL0,2019,9.2
ED3-4,FRL0,2020,8.8
ED5-8,FRL0,2018,5.4
ED5-8,FRL0,2019,6.1
ED5-8,FRL0,2020,5.0
TOTAL,FRL0,2018,9.3
TOTAL,FRL0,2019,8.8
TOTAL,FRL0,2020,8.0
ED0-2,FRM,2020,18.8
ED3-4,FRM,2020,9.5
TOTAL,FRM,2018,5.0
TOTAL,FRM,2019,6.3
TOTAL,FRM,2020,8.1
ED0-2,FRM0,2020,18.8
ED3-4,FRM0,2020,9.5
TOTAL,FRM0,2018,5.0
TOTAL,FRM0,2019,6.3
TOTAL,FRM0,2020,8.1
ED0-2,FRY,2018,32.8
ED0-2,FRY,2019,30.8
ED0-2,FRY,2020,24.3
ED3-4,FRY,2018,24.0
ED3-4,FRY,2019,20.8
ED3-4,FRY,2020,18.6
ED5-8,FRY,2018,8.9
ED5-8,FRY,2019,7.7
ED5-8,FRY,2020,7.4
TOTAL,FRY,2018,22.9
TOTAL,FRY,2019,20.5
TOTAL,FRY,2020,17.2
ED0-2,FRY1,2018,30.4
ED0-2,FRY1,2019,28.8
ED0-2,FRY1,2020,24.7
ED3-4,FRY1,2018,23.6
ED3-4,FRY1,2019,23.6
ED3-4,FRY1,2020,17.1
ED5-8,FRY1,2018,11.2
ED5-8,FRY1,2019,7.6
ED5-8,FRY1,2020,9.9
TOTAL,FRY1,2018,22.6
TOTAL,FRY1,2019,20.6
TOTAL,FRY1,2020,17.4
ED0-2,FRY2,2018,21.8
ED0-2,FRY2,2019,20.9
ED0-2,FRY2,2020,13.7
ED3-4,FRY2,2018,20.2
ED3-4,FRY2,2019,15.3
ED3-4,FRY2,2020,16.0
ED5-8,FRY2,2018,9.4
ED5-8,FRY2,2019,8.5
ED5-8,FRY2,2020,6.9
TOTAL,FRY2,2018,17.3
TOTAL,FRY2,2019,14.8
TOTAL,FRY2,2020,12.4
ED0-2,FRY3,2018,30.5
ED0-2,FRY3,2019,32.1
ED0-2,FRY3,2020,25.6
ED3-4,FRY3,2018,16.5
ED3-4,FRY3,2019,18.2
ED3-4,FRY3,2020,17.2
TOTAL,FRY3,2018,19.0
TOTAL,FRY3,2019,19.3
TOTAL,FRY3,2020,16.1
ED0-2,FRY4,2018,33.6
ED0-2,FRY4,2019,31.0
ED0-2,FRY4,2020,21.8
ED3-4,FRY4,2018,27.0
ED3-4,FRY4,2019,22.8
ED3-4,FRY4,2020,20.7
ED5-8,FRY4,2018,8.3
ED5-8,FRY4,2019,8.4
ED5-8,FRY4,2020,7.9
TOTAL,FRY4,2018,24.0
TOTAL,FRY4,2019,21.3
TOTAL,FRY4,2020,17.3
ED0-2,FRY5,2018,44.8
ED0-2,FRY5,2019,40.9
ED0-2,FRY5,2020,39.4
ED3-4,FRY5,2018,28.3
ED3-4,FRY5,2019,21.1
ED3-4,FRY5,2020,19.9
TOTAL,FRY5,2018,35.1
TOTAL,FRY5,2019,30.1
TOTAL,FRY5,2020,27.8
ED0-2,HR,2018,11.4
ED0-2,HR,2019,9.1
ED0-2,HR,2020,9.9
ED3-4,HR,2018,9.1
ED3-4,HR,2019,6.9
ED3-4,HR,2020,8.2
ED5-8,HR,2018,6.0
ED5-8,HR,2019,5.3
ED5-8,HR,2020,5.4
TOTAL,HR,2018,8.4
TOTAL,HR,2019,6.6
TOTAL,HR,2020,7.5
ED0-2,HR0,2018,11.4
ED0-2,HR0,2019,9.1
ED0-2,HR0,2020,9.9
ED3-4,HR0,2018,9.1
ED3-4,HR0,2019,6.9
ED3-4,HR0,2020,8.2
ED5-8,HR0,2018,6.0
ED5-8,HR0,2019,5.3
ED5-8,HR0,2020,5.4
TOTAL,HR0,2018,8.4
TOTAL,HR0,2019,6.6
TOTAL,HR0,2020,7.5
ED0-2,HR03,2018,10.7
ED0-2,HR03,2019,4.9
ED0-2,HR03,2020,6.3
ED3-4,HR03,2018,9.7
ED3-4,HR03,2019,6.3
ED3-4,HR03,2020,8.0
ED5-8,HR03,2018,8.6
ED5-8,HR03,2019,6.9
ED5-8,HR03,2020,6.6
TOTAL,HR03,2018,9.4
TOTAL,HR03,2019,6.4
TOTAL,HR03,2020,7.5
ED0-2,HR04,2018,11.6
ED0-2,HR04,2019,10.4
ED0-2,HR04,2020,10.9
ED3-4,HR04,2018,8.9
ED3-4,HR04,2019,7.2
ED3-4,HR04,2020,8.3
ED5-8,HR04,2018,4.7
ED5-8,HR04,2019,4.4
ED5-8,HR04,2020,4.7
TOTAL,HR04,2018,8.0
TOTAL,HR04,2019,6.7
TOTAL,HR04,2020,7.5
ED0-2,HU,2018,10.3
ED0-2,HU,2019,9.7
ED0-2,HU,2020,10.9
ED3-4,HU,2018,3.3
ED3-4,HU,2019,3.0
ED3-4,HU,2020,4.1
ED5-8,HU,2018,1.5
ED5-8,HU,2019,1.5
ED5-8,HU,2020,1.8
