,sex,unit,geo,TIME_PERIOD,OBS_VALUE
14379,F,PC_EMP,HU,2020-Q2,3.6
14380,F,PC_EMP,HU,2020-Q3,1.9
14381,F,PC_EMP,HU,2020-Q4,1.9
14382,F,PC_EMP,HU,2021-Q1,2.3
14383,F,PC_EMP,HU,2021-Q2,1.1
14384,F,THS,HU,2009-Q1,48.7
14385,F,THS,HU,2009-Q2,29.6
14386,F,THS,HU,2009-Q3,28.8
14387,F,THS,HU,2009-Q4,33.6
14388,F,THS,HU,2010-Q1,43.0
14389,F,THS,HU,2010-Q2,20.1
14390,F,THS,HU,2010-Q3,30.8
14391,F,THS,HU,2010-Q4,37.3
14392,F,THS,HU,2011-Q1,47.6
14393,F,THS,HU,2011-Q2,35.5
14394,F,THS,HU,2011-Q3,41.9
14395,F,THS,HU,2011-Q4,46.0
14396,F,THS,HU,2012-Q1,50.8
14397,F,THS,HU,2012-Q2,31.8
14398,F,THS,HU,2012-Q3,35.2
14399,F,THS,HU,2012-Q4,48.7
14400,F,THS,HU,2013-Q1,56.0
14401,F,THS,HU,2013-Q2,30.3
14402,F,THS,HU,2013-Q3,35.7
14403,F,THS,HU,2013-Q4,34.5
14404,F,THS,HU,2014-Q1,34.1
14405,F,THS,HU,2014-Q2,37.5
14406,F,THS,HU,2014-Q3,28.3
14407,F,THS,HU,2014-Q4,33.2
14408,F,THS,HU,2015-Q1,35.4
14409,F,THS,HU,2015-Q2,30.3
14410,F,THS,HU,2015-Q3,28.5
14411,F,THS,HU,2015-Q4,39.8
14412,F,THS,HU,2016-Q1,34.1
14413,F,THS,HU,2016-Q2,21.2
14414,F,THS,HU,2016-Q3,32.2
14415,F,THS,HU,2016-Q4,33.9
14416,F,THS,HU,2017-Q1,37.9
14417,F,THS,HU,2017-Q2,28.6
14418,F,THS,HU,2017-Q3,27.4
14419,F,THS,HU,2017-Q4,32.0
14420,F,THS,HU,2018-Q1,30.7
14421,F,THS,HU,2018-Q2,22.3
14422,F,THS,HU,2018-Q3,40.7
14423,F,THS,HU,2018-Q4,30.5
14424,F,THS,HU,2019-Q1,30.2
14425,F,THS,HU,2019-Q2,26.7
14426,F,THS,HU,2019-Q3,32.5
14427,F,THS,HU,2019-Q4,31.1
14428,F,THS,HU,2020-Q1,40.3
14429,F,THS,HU,2020-Q2,70.6
14430,F,THS,HU,2020-Q3,37.2
14431,F,THS,HU,2020-Q4,38.1
14432,F,THS,HU,2021-Q1,48.0
14433,F,THS,HU,2021-Q2,22.8
14634,M,PC_EMP,HU,2009-Q1,3.3
14635,M,PC_EMP,HU,2009-Q2,1.8
14636,M,PC_EMP,HU,2009-Q3,1.9
14637,M,PC_EMP,HU,2009-Q4,2.2
14638,M,PC_EMP,HU,2010-Q1,3.0
14639,M,PC_EMP,HU,2010-Q2,1.4
14640,M,PC_EMP,HU,2010-Q3,1.5
14641,M,PC_EMP,HU,2010-Q4,2.3
14642,M,PC_EMP,HU,2011-Q1,3.5
14643,M,PC_EMP,HU,2011-Q2,1.4
14644,M,PC_EMP,HU,2011-Q3,2.0
14645,M,PC_EMP,HU,2011-Q4,2.5
14646,M,PC_EMP,HU,2012-Q1,3.6
14647,M,PC_EMP,HU,2012-Q2,1.4
14648,M,PC_EMP,HU,2012-Q3,1.4
14649,M,PC_EMP,HU,2012-Q4,2.6
14650,M,PC_EMP,HU,2013-Q1,4.3
14651,M,PC_EMP,HU,2013-Q2,1.0
14652,M,PC_EMP,HU,2013-Q3,1.3
14653,M,PC_EMP,HU,2013-Q4,1.9
14654,M,PC_EMP,HU,2014-Q1,2.0
14655,M,PC_EMP,HU,2014-Q2,1.5
14656,M,PC_EMP,HU,2014-Q3,1.0
14657,M,PC_EMP,HU,2014-Q4,1.7
14658,M,PC_EMP,HU,2015-Q1,2.0
14659,M,PC_EMP,HU,2015-Q2,1.1
14660,M,PC_EMP,HU,2015-Q3,1.0
14661,M,PC_EMP,HU,2015-Q4,1.5
14662,M,PC_EMP,HU,2016-Q1,1.7
14663,M,PC_EMP,HU,2016-Q2,1.2
14664,M,PC_EMP,HU,2016-Q3,1.3
14665,M,PC_EMP,HU,2016-Q4,1.1
14666,M,PC_EMP,HU,2017-Q1,1.3
14667,M,PC_EMP,HU,2017-Q2,0.9
14668,M,PC_EMP,HU,2017-Q3,1.0
14669,M,PC_EMP,HU,2017-Q4,1.1
14670,M,PC_EMP,HU,2018-Q1,1.1
14671,M,PC_EMP,HU,2018-Q2,0.8
14672,M,PC_EMP,HU,2018-Q3,1.0
14673,M,PC_EMP,HU,2018-Q4,1.3
14674,M,PC_EMP,HU,2019-Q1,1.1
14675,M,PC_EMP,HU,2019-Q2,1.1
14676,M,PC_EMP,HU,2019-Q3,1.1
14677,M,PC_EMP,HU,2019-Q4,1.2
14678,M,PC_EMP,HU,2020-Q1,1.7
14679,M,PC_EMP,HU,2020-Q2,3.0
14680,M,PC_EMP,HU,2020-Q3,1.3
14681,M,PC_EMP,HU,2020-Q4,1.4
14682,M,PC_EMP,HU,2021-Q1,1.7
14683,M,PC_EMP,HU,2021-Q2,1.1
14684,M,THS,HU,2009-Q1,66.5
14685,M,THS,HU,2009-Q2,37.1
14686,M,THS,HU,2009-Q3,39.0
14687,M,THS,HU,2009-Q4,44.5
14688,M,THS,HU,2010-Q1,58.6
14689,M,THS,HU,2010-Q2,28.3
14690,M,THS,HU,2010-Q3,31.3
14691,M,THS,HU,2010-Q4,45.8
14692,M,THS,HU,2011-Q1,69.8
14693,M,THS,HU,2011-Q2,27.7
14694,M,THS,HU,2011-Q3,41.9
14695,M,THS,HU,2011-Q4,51.5
14696,M,THS,HU,2012-Q1,72.9
14697,M,THS,HU,2012-Q2,28.1
14698,M,THS,HU,2012-Q3,30.0
14699,M,THS,HU,2012-Q4,54.8
14700,M,THS,HU,2013-Q1,87.0
14701,M,THS,HU,2013-Q2,20.3
14702,M,THS,HU,2013-Q3,26.9
14703,M,THS,HU,2013-Q4,41.1
14704,M,THS,HU,2014-Q1,43.0
14705,M,THS,HU,2014-Q2,33.4
14706,M,THS,HU,2014-Q3,22.1
14707,M,THS,HU,2014-Q4,37.4
14708,M,THS,HU,2015-Q1,43.4
14709,M,THS,HU,2015-Q2,26.0
14710,M,THS,HU,2015-Q3,23.2
14711,M,THS,HU,2015-Q4,35.9
14712,M,THS,HU,2016-Q1,39.0
14713,M,THS,HU,2016-Q2,27.6
14714,M,THS,HU,2016-Q3,30.9
14715,M,THS,HU,2016-Q4,25.3
14716,M,THS,HU,2017-Q1,31.3
14717,M,THS,HU,2017-Q2,22.4
14718,M,THS,HU,2017-Q3,24.0
14719,M,THS,HU,2017-Q4,27.6
14720,M,THS,HU,2018-Q1,27.7
14721,M,THS,HU,2018-Q2,20.7
14722,M,THS,HU,2018-Q3,25.7
14723,M,THS,HU,2018-Q4,31.6
14724,M,THS,HU,2019-Q1,26.5
14725,M,THS,HU,2019-Q2,26.9
14726,M,THS,HU,2019-Q3,27.1
14727,M,THS,HU,2019-Q4,29.4
14728,M,THS,HU,2020-Q1,42.1
14729,M,THS,HU,2020-Q2,72.0
14730,M,THS,HU,2020-Q3,32.4
14731,M,THS,HU,2020-Q4,35.9
14732,M,THS,HU,2021-Q1,41.1
14733,M,THS,HU,2021-Q2,26.8
14934,T,PC_EMP,HU,2009-Q1,3.1
14935,T,PC_EMP,HU,2009-Q2,1.8
14936,T,PC_EMP,HU,2009-Q3,1.8
14937,T,PC_EMP,HU,2009-Q4,2.1
14938,T,PC_EMP,HU,2010-Q1,2.8
14939,T,PC_EMP,HU,2010-Q2,1.3
14940,T,PC_EMP,HU,2010-Q3,1.6
14941,T,PC_EMP,HU,2010-Q4,2.2
14942,T,PC_EMP,HU,2011-Q1,3.2
14943,T,PC_EMP,HU,2011-Q2,1.7
14944,T,PC_EMP,HU,2011-Q3,2.2
14945,T,PC_EMP,HU,2011-Q4,2.6
14946,T,PC_EMP,HU,2012-Q1,3.3
14947,T,PC_EMP,HU,2012-Q2,1.6
14948,T,PC_EMP,HU,2012-Q3,1.7
14949,T,PC_EMP,HU,2012-Q4,2.7
14950,T,PC_EMP,HU,2013-Q1,3.8
14951,T,PC_EMP,HU,2013-Q2,1.3
14952,T,PC_EMP,HU,2013-Q3,1.6
14953,T,PC_EMP,HU,2013-Q4,1.9
14954,T,PC_EMP,HU,2014-Q1,1.9
14955,T,PC_EMP,HU,2014-Q2,1.7
14956,T,PC_EMP,HU,2014-Q3,1.2
14957,T,PC_EMP,HU,2014-Q4,1.7
14958,T,PC_EMP,HU,2015-Q1,1.9
14959,T,PC_EMP,HU,2015-Q2,1.3
14960,T,PC_EMP,HU,2015-Q3,1.2
14961,T,PC_EMP,HU,2015-Q4,1.8
14962,T,PC_EMP,HU,2016-Q1,1.7
14963,T,PC_EMP,HU,2016-Q2,1.1
14964,T,PC_EMP,HU,2016-Q3,1.4
14965,T,PC_EMP,HU,2016-Q4,1.3
14966,T,PC_EMP,HU,2017-Q1,1.6
14967,T,PC_EMP,HU,2017-Q2,1.2
14968,T,PC_EMP,HU,2017-Q3,1.2
14969,T,PC_EMP,HU,2017-Q4,1.3
14970,T,PC_EMP,HU,2018-Q1,1.3
14971,T,PC_EMP,HU,2018-Q2,1.0
14972,T,PC_EMP,HU,2018-Q3,1.5
14973,T,PC_EMP,HU,2018-Q4,1.4
14974,T,PC_EMP,HU,2019-Q1,1.3
14975,T,PC_EMP,HU,2019-Q2,1.2
14976,T,PC_EMP,HU,2019-Q3,1.3
14977,T,PC_EMP,HU,2019-Q4,1.3
14978,T,PC_EMP,HU,2020-Q1,1.8
14979,T,PC_EMP,HU,2020-Q2,3.2
14980,T,PC_EMP,HU,2020-Q3,1.6
14981,T,PC_EMP,HU,2020-Q4,1.7
14982,T,PC_EMP,HU,2021-Q1,2.0
14983,T,PC_EMP,HU,2021-Q2,1.1
14984,T,THS,HU,2009-Q1,115.2
14985,T,THS,HU,2009-Q2,66.6
14986,T,THS,HU,2009-Q3,67.8
14987,T,THS,HU,2009-Q4,78.1
14988,T,THS,HU,2010-Q1,101.6
14989,T,THS,HU,2010-Q2,48.4
14990,T,THS,HU,2010-Q3,62.1
14991,T,THS,HU,2010-Q4,83.1
14992,T,THS,HU,2011-Q1,117.4
14993,T,THS,HU,2011-Q2,63.1
14994,T,THS,HU,2011-Q3,83.8
14995,T,THS,HU,2011-Q4,97.5
14996,T,THS,HU,2012-Q1,123.7
14997,T,THS,HU,2012-Q2,59.9
14998,T,THS,HU,2012-Q3,65.2
14999,T,THS,HU,2012-Q4,103.5
15000,T,THS,HU,2013-Q1,143.0
15001,T,THS,HU,2013-Q2,50.7
15002,T,THS,HU,2013-Q3,62.5
15003,T,THS,HU,2013-Q4,75.5
15004,T,THS,HU,2014-Q1,77.1
15005,T,THS,HU,2014-Q2,70.9
15006,T,THS,HU,2014-Q3,50.4
15007,T,THS,HU,2014-Q4,70.7
15008,T,THS,HU,2015-Q1,78.8
15009,T,THS,HU,2015-Q2,56.3
15010,T,THS,HU,2015-Q3,51.7
15011,T,THS,HU,2015-Q4,75.7
15012,T,THS,HU,2016-Q1,73.1
15013,T,THS,HU,2016-Q2,48.8
15014,T,THS,HU,2016-Q3,63.1
15015,T,THS,HU,2016-Q4,59.2
15016,T,THS,HU,2017-Q1,69.2
15017,T,THS,HU,2017-Q2,51.0
15018,T,THS,HU,2017-Q3,51.4
15019,T,THS,HU,2017-Q4,59.5
15020,T,THS,HU,2018-Q1,58.4
15021,T,THS,HU,2018-Q2,43.0
15022,T,THS,HU,2018-Q3,66.4
15023,T,THS,HU,2018-Q4,62.1
15024,T,THS,HU,2019-Q1,56.7
15025,T,THS,HU,2019-Q2,53.5
15026,T,THS,HU,2019-Q3,59.6
15027,T,THS,HU,2019-Q4,60.5
15028,T,THS,HU,2020-Q1,82.4
15029,T,THS,HU,2020-Q2,142.6
15030,T,THS,HU,2020-Q3,69.6
15031,T,THS,HU,2020-Q4,74.0
15032,T,THS,HU,2021-Q1,89.1
15033,T,THS,HU,2021-Q2,49.6
15234,F,PC_EMP,IE,2009-Q1,2.0
15235,F,PC_EMP,IE,2009-Q2,1.9
15236,F,PC_EMP,IE,2009-Q3,2.0
15237,F,PC_EMP,IE,2009-Q4,1.6
15238,F,PC_EMP,IE,2010-Q1,1.2
15239,F,PC_EMP,IE,2010-Q2,1.1
15240,F,PC_EMP,IE,2010-Q3,1.6
15241,F,PC_EMP,IE,2010-Q4,1.4
15242,F,PC_EMP,IE,2011-Q1,1.6
15243,F,PC_EMP,IE,2011-Q2,1.1
15244,F,PC_EMP,IE,2011-Q3,1.5
15245,F,PC_EMP,IE,2011-Q4,1.4
15246,F,PC_EMP,IE,2012-Q1,1.3
15247,F,PC_EMP,IE,2012-Q2,1.8
15248,F,PC_EMP,IE,2012-Q3,2.4
15249,F,PC_EMP,IE,2012-Q4,2.2
15250,F,PC_EMP,IE,2013-Q1,1.9
15251,F,PC_EMP,IE,2013-Q2,1.5
15252,F,PC_EMP,IE,2013-Q3,2.1
15253,F,PC_EMP,IE,2013-Q4,1.9
15254,F,PC_EMP,IE,2014-Q1,2.0
15255,F,PC_EMP,IE,2014-Q2,1.6
15256,F,PC_EMP,IE,2014-Q3,2.2
15257,F,PC_EMP,IE,2014-Q4,2.0
15258,F,PC_EMP,IE,2015-Q1,1.8
15259,F,PC_EMP,IE,2015-Q2,1.7
15260,F,PC_EMP,IE,2015-Q3,1.9
15261,F,PC_EMP,IE,2015-Q4,1.6
15262,F,PC_EMP,IE,2016-Q1,1.6
15263,F,PC_EMP,IE,2016-Q2,1.4
15264,F,PC_EMP,IE,2016-Q3,2.2
15265,F,PC_EMP,IE,2016-Q4,1.5
15266,F,PC_EMP,IE,2017-Q1,1.4
15267,F,PC_EMP,IE,2017-Q2,1.5
15268,F,PC_EMP,IE,2017-Q3,2.1
15269,F,PC_EMP,IE,2017-Q4,2.1
15270,F,PC_EMP,IE,2018-Q1,1.5
15271,F,PC_EMP,IE,2018-Q2,1.4
15272,F,PC_EMP,IE,2018-Q3,2.2
15273,F,PC_EMP,IE,2018-Q4,1.8
15274,F,PC_EMP,IE,2019-Q1,1.8
15275,F,PC_EMP,IE,2019-Q2,1.6
15276,F,PC_EMP,IE,2019-Q3,2.2
15277,F,PC_EMP,IE,2019-Q4,1.9
15278,F,PC_EMP,IE,2020-Q1,2.6
15279,F,PC_EMP,IE,2020-Q2,7.1
15280,F,PC_EMP,IE,2020-Q3,1.5
15281,F,PC_EMP,IE,2020-Q4,2.5
15282,F,PC_EMP,IE,2021-Q1,3.5
15283,F,PC_EMP,IE,2021-Q2,1.1
15284,F,THS,IE,2009-Q1,18.3
15285,F,THS,IE,2009-Q2,18.0
15286,F,THS,IE,2009-Q3,18.6
15287,F,THS,IE,2009-Q4,15.0
15288,F,THS,IE,2010-Q1,10.4
15289,F,THS,IE,2010-Q2,10.3
15290,F,THS,IE,2010-Q3,14.6
15291,F,THS,IE,2010-Q4,12.1
15292,F,THS,IE,2011-Q1,14.0
15293,F,THS,IE,2011-Q2,9.7
15294,F,THS,IE,2011-Q3,13.1
15295,F,THS,IE,2011-Q4,12.0
15296,F,THS,IE,2012-Q1,11.1
15297,F,THS,IE,2012-Q2,15.5
15298,F,THS,IE,2012-Q3,21.4
15299,F,THS,IE,2012-Q4,19.7
15300,F,THS,IE,2013-Q1,17.0
15301,F,THS,IE,2013-Q2,13.8
15302,F,THS,IE,2013-Q3,19.1
15303,F,THS,IE,2013-Q4,17.1
15304,F,THS,IE,2014-Q1,18.3
15305,F,THS,IE,2014-Q2,14.7
15306,F,THS,IE,2014-Q3,20.3
15307,F,THS,IE,2014-Q4,18.4
15308,F,THS,IE,2015-Q1,16.3
15309,F,THS,IE,2015-Q2,15.4
15310,F,THS,IE,2015-Q3,18.0
15311,F,THS,IE,2015-Q4,15.2
15312,F,THS,IE,2016-Q1,14.9
15313,F,THS,IE,2016-Q2,13.5
15314,F,THS,IE,2016-Q3,21.8
15315,F,THS,IE,2016-Q4,14.4
15316,F,THS,IE,2017-Q1,14.0
15317,F,THS,IE,2017-Q2,14.7
15318,F,THS,IE,2017-Q3,21.3
15319,F,THS,IE,2017-Q4,21.4
15320,F,THS,IE,2018-Q1,15.6
15321,F,THS,IE,2018-Q2,14.4
15322,F,THS,IE,2018-Q3,22.8
15323,F,THS,IE,2018-Q4,19.0
15324,F,THS,IE,2019-Q1,19.3
15325,F,THS,IE,2019-Q2,17.1
15326,F,THS,IE,2019-Q3,23.6
15327,F,THS,IE,2019-Q4,21.1
15328,F,THS,IE,2020-Q1,28.4
15329,F,THS,IE,2020-Q2,71.5
15330,F,THS,IE,2020-Q3,15.6
15331,F,THS,IE,2020-Q4,26.3
15332,F,THS,IE,2021-Q1,36.4
15333,F,THS,IE,2021-Q2,11.8
15534,M,PC_EMP,IE,2009-Q1,3.6
15535,M,PC_EMP,IE,2009-Q2,2.7
15536,M,PC_EMP,IE,2009-Q3,2.6
15537,M,PC_EMP,IE,2009-Q4,2.6
15538,M,PC_EMP,IE,2010-Q1,2.0
15539,M,PC_EMP,IE,2010-Q2,1.7
15540,M,PC_EMP,IE,2010-Q3,2.1
15541,M,PC_EMP,IE,2010-Q4,2.0
15542,M,PC_EMP,IE,2011-Q1,2.0
15543,M,PC_EMP,IE,2011-Q2,1.3
15544,M,PC_EMP,IE,2011-Q3,1.4
15545,M,PC_EMP,IE,2011-Q4,1.5
15546,M,PC_EMP,IE,2012-Q1,1.8
15547,M,PC_EMP,IE,2012-Q2,1.9
15548,M,PC_EMP,IE,2012-Q3,1.9
15549,M,PC_EMP,IE,2012-Q4,2.1
15550,M,PC_EMP,IE,2013-Q1,2.0
15551,M,PC_EMP,IE,2013-Q2,1.5
15552,M,PC_EMP,IE,2013-Q3,1.7
15553,M,PC_EMP,IE,2013-Q4,1.7
15554,M,PC_EMP,IE,2014-Q1,1.9
15555,M,PC_EMP,IE,2014-Q2,1.1
15556,M,PC_EMP,IE,2014-Q3,1.5
15557,M,PC_EMP,IE,2014-Q4,1.9
15558,M,PC_EMP,IE,2015-Q1,1.5
15559,M,PC_EMP,IE,2015-Q2,1.2
15560,M,PC_EMP,IE,2015-Q3,1.5
15561,M,PC_EMP,IE,2015-Q4,1.5
15562,M,PC_EMP,IE,2016-Q1,1.6
15563,M,PC_EMP,IE,2016-Q2,1.1
15564,M,PC_EMP,IE,2016-Q3,1.5
15565,M,PC_EMP,IE,2016-Q4,1.5
15566,M,PC_EMP,IE,2017-Q1,1.4
15567,M,PC_EMP,IE,2017-Q2,1.0
15568,M,PC_EMP,IE,2017-Q3,1.6
15569,M,PC_EMP,IE,2017-Q4,1.7
15570,M,PC_EMP,IE,2018-Q1,1.6
15571,M,PC_EMP,IE,2018-Q2,1.5
15572,M,PC_EMP,IE,2018-Q3,1.7
15573,M,PC_EMP,IE,2018-Q4,1.5
15574,M,PC_EMP,IE,2019-Q1,1.4
15575,M,PC_EMP,IE,2019-Q2,1.4
15576,M,PC_EMP,IE,2019-Q3,1.6
15577,M,PC_EMP,IE,2019-Q4,1.6
15578,M,PC_EMP,IE,2020-Q1,2.1
15579,M,PC_EMP,IE,2020-Q2,5.1
15580,M,PC_EMP,IE,2020-Q3,1.1
15581,M,PC_EMP,IE,2020-Q4,2.0
15582,M,PC_EMP,IE,2021-Q1,2.3
15583,M,PC_EMP,IE,2021-Q2,0.9
15584,M,THS,IE,2009-Q1,40.6
15585,M,THS,IE,2009-Q2,29.8
15586,M,THS,IE,2009-Q3,27.8
15587,M,THS,IE,2009-Q4,27.7
15588,M,THS,IE,2010-Q1,21.1
15589,M,THS,IE,2010-Q2,17.1
15590,M,THS,IE,2010-Q3,21.4
15591,M,THS,IE,2010-Q4,20.3
15592,M,THS,IE,2011-Q1,19.9
15593,M,THS,IE,2011-Q2,13.0
15594,M,THS,IE,2011-Q3,14.4
15595,M,THS,IE,2011-Q4,15.5
15596,M,THS,IE,2012-Q1,17.6
15597,M,THS,IE,2012-Q2,19.1
15598,M,THS,IE,2012-Q3,18.9
15599,M,THS,IE,2012-Q4,21.6
15600,M,THS,IE,2013-Q1,20.1
15601,M,THS,IE,2013-Q2,15.0
15602,M,THS,IE,2013-Q3,17.9
15603,M,THS,IE,2013-Q4,18.0
15604,M,THS,IE,2014-Q1,19.4
15605,M,THS,IE,2014-Q2,11.5
15606,M,THS,IE,2014-Q3,16.6
15607,M,THS,IE,2014-Q4,20.5
15608,M,THS,IE,2015-Q1,16.8
15609,M,THS,IE,2015-Q2,13.7
15610,M,THS,IE,2015-Q3,17.2
15611,M,THS,IE,2015-Q4,16.4
15612,M,THS,IE,2016-Q1,17.3
15613,M,THS,IE,2016-Q2,12.7
15614,M,THS,IE,2016-Q3,17.0
15615,M,THS,IE,2016-Q4,17.4
15616,M,THS,IE,2017-Q1,16.1
15617,M,THS,IE,2017-Q2,11.9
15618,M,THS,IE,2017-Q3,19.2
15619,M,THS,IE,2017-Q4,20.1
15620,M,THS,IE,2018-Q1,19.1
15621,M,THS,IE,2018-Q2,18.2
15622,M,THS,IE,2018-Q3,21.0
15623,M,THS,IE,2018-Q4,17.8
15624,M,THS,IE,2019-Q1,17.2
15625,M,THS,IE,2019-Q2,16.9
15626,M,THS,IE,2019-Q3,19.7
15627,M,THS,IE,2019-Q4,19.9
15628,M,THS,IE,2020-Q1,26.9
15629,M,THS,IE,2020-Q2,60.9
15630,M,THS,IE,2020-Q3,13.0
15631,M,THS,IE,2020-Q4,24.3
15632,M,THS,IE,2021-Q1,27.0
15633,M,THS,IE,2021-Q2,11.0
15834,T,PC_EMP,IE,2009-Q1,2.9
15835,T,PC_EMP,IE,2009-Q2,2.4
15836,T,PC_EMP,IE,2009-Q3,2.3
15837,T,PC_EMP,IE,2009-Q4,2.2
15838,T,PC_EMP,IE,2010-Q1,1.6
15839,T,PC_EMP,IE,2010-Q2,1.4
15840,T,PC_EMP,IE,2010-Q3,1.9
15841,T,PC_EMP,IE,2010-Q4,1.7
15842,T,PC_EMP,IE,2011-Q1,1.8
15843,T,PC_EMP,IE,2011-Q2,1.2
15844,T,PC_EMP,IE,2011-Q3,1.5
15845,T,PC_EMP,IE,2011-Q4,1.5
15846,T,PC_EMP,IE,2012-Q1,1.5
15847,T,PC_EMP,IE,2012-Q2,1.9
15848,T,PC_EMP,IE,2012-Q3,2.1
15849,T,PC_EMP,IE,2012-Q4,2.2
15850,T,PC_EMP,IE,2013-Q1,2.0
15851,T,PC_EMP,IE,2013-Q2,1.5
15852,T,PC_EMP,IE,2013-Q3,1.9
15853,T,PC_EMP,IE,2013-Q4,1.8
15854,T,PC_EMP,IE,2014-Q1,1.9
15855,T,PC_EMP,IE,2014-Q2,1.3
15856,T,PC_EMP,IE,2014-Q3,1.8
15857,T,PC_EMP,IE,2014-Q4,1.9
15858,T,PC_EMP,IE,2015-Q1,1.7
15859,T,PC_EMP,IE,2015-Q2,1.4
15860,T,PC_EMP,IE,2015-Q3,1.7
15861,T,PC_EMP,IE,2015-Q4,1.5
15862,T,PC_EMP,IE,2016-Q1,1.6
15863,T,PC_EMP,IE,2016-Q2,1.2
15864,T,PC_EMP,IE,2016-Q3,1.8
15865,T,PC_EMP,IE,2016-Q4,1.5
15866,T,PC_EMP,IE,2017-Q1,1.4
15867,T,PC_EMP,IE,2017-Q2,1.2
15868,T,PC_EMP,IE,2017-Q3,1.8
15869,T,PC_EMP,IE,2017-Q4,1.9
15870,T,PC_EMP,IE,2018-Q1,1.6
15871,T,PC_EMP,IE,2018-Q2,1.5
15872,T,PC_EMP,IE,2018-Q3,1.9
15873,T,PC_EMP,IE,2018-Q4,1.6
15874,T,PC_EMP,IE,2019-Q1,1.6
15875,T,PC_EMP,IE,2019-Q2,1.5
15876,T,PC_EMP,IE,2019-Q3,1.9
15877,T,PC_EMP,IE,2019-Q4,1.7
15878,T,PC_EMP,IE,2020-Q1,2.4
15879,T,PC_EMP,IE,2020-Q2,6.0
15880,T,PC_EMP,IE,2020-Q3,1.3
15881,T,PC_EMP,IE,2020-Q4,2.2
15882,T,PC_EMP,IE,2021-Q1,2.9
15883,T,PC_EMP,IE,2021-Q2,1.0
15884,T,THS,IE,2009-Q1,58.9
15885,T,THS,IE,2009-Q2,47.8
15886,T,THS,IE,2009-Q3,46.4
15887,T,THS,IE,2009-Q4,42.6
15888,T,THS,IE,2010-Q1,31.5
15889,T,THS,IE,2010-Q2,27.4
15890,T,THS,IE,2010-Q3,36.0
15891,T,THS,IE,2010-Q4,32.4
15892,T,THS,IE,2011-Q1,33.8
15893,T,THS,IE,2011-Q2,22.7
15894,T,THS,IE,2011-Q3,27.5
15895,T,THS,IE,2011-Q4,27.5
15896,T,THS,IE,2012-Q1,28.7
15897,T,THS,IE,2012-Q2,34.6
15898,T,THS,IE,2012-Q3,40.4
15899,T,THS,IE,2012-Q4,41.3
15900,T,THS,IE,2013-Q1,37.1
15901,T,THS,IE,2013-Q2,28.8
15902,T,THS,IE,2013-Q3,37.0
15903,T,THS,IE,2013-Q4,35.2
15904,T,THS,IE,2014-Q1,37.7
15905,T,THS,IE,2014-Q2,26.2
15906,T,THS,IE,2014-Q3,37.0
15907,T,THS,IE,2014-Q4,38.9
15908,T,THS,IE,2015-Q1,33.1
15909,T,THS,IE,2015-Q2,29.1
15910,T,THS,IE,2015-Q3,35.2
15911,T,THS,IE,2015-Q4,31.6
15912,T,THS,IE,2016-Q1,32.2
15913,T,THS,IE,2016-Q2,26.2
15914,T,THS,IE,2016-Q3,38.8
15915,T,THS,IE,2016-Q4,31.8
15916,T,THS,IE,2017-Q1,30.1
15917,T,THS,IE,2017-Q2,26.6
15918,T,THS,IE,2017-Q3,40.5
15919,T,THS,IE,2017-Q4,41.4
15920,T,THS,IE,2018-Q1,34.7
15921,T,THS,IE,2018-Q2,32.6
15922,T,THS,IE,2018-Q3,43.8
15923,T,THS,IE,2018-Q4,36.7
15924,T,THS,IE,2019-Q1,36.5
15925,T,THS,IE,2019-Q2,34.1
15926,T,THS,IE,2019-Q3,43.4
15927,T,THS,IE,2019-Q4,41.0
15928,T,THS,IE,2020-Q1,55.3
15929,T,THS,IE,2020-Q2,132.4
15930,T,THS,IE,2020-Q3,28.7
15931,T,THS,IE,2020-Q4,50.7
15932,T,THS,IE,2021-Q1,63.4
15933,T,THS,IE,2021-Q2,22.9
16134,F,PC_EMP,IS,2009-Q1,4.8
16135,F,PC_EMP,IS,2009-Q2,2.6
16136,F,PC_EMP,IS,2009-Q3,6.0
16137,F,PC_EMP,IS,2009-Q4,4.7
16138,F,PC_EMP,IS,2010-Q1,3.5
16139,F,PC_EMP,IS,2010-Q2,2.2
16140,F,PC_EMP,IS,2010-Q3,6.1
16141,F,PC_EMP,IS,2010-Q4,3.1
16142,F,PC_EMP,IS,2011-Q1,3.9
16143,F,PC_EMP,IS,2011-Q2,2.9
16144,F,PC_EMP,IS,2011-Q3,7.0
16145,F,PC_EMP,IS,2011-Q4,5.6
16146,F,PC_EMP,IS,2012-Q1,4.8
16147,F,PC_EMP,IS,2012-Q2,2.7
16148,F,PC_EMP,IS,2012-Q3,6.1
16149,F,PC_EMP,IS,2012-Q4,4.7
16150,F,PC_EMP,IS,2013-Q1,3.2
16151,F,PC_EMP,IS,2013-Q2,1.6
16152,F,PC_EMP,IS,2013-Q3,4.7
16153,F,PC_EMP,IS,2013-Q4,5.1
16154,F,PC_EMP,IS,2014-Q1,4.1
16155,F,PC_EMP,IS,2014-Q2,2.2
16156,F,PC_EMP,IS,2014-Q3,4.7
16157,F,PC_EMP,IS,2014-Q4,3.6
16158,F,PC_EMP,IS,2015-Q1,3.6
16159,F,PC_EMP,IS,2015-Q2,2.2
16160,F,PC_EMP,IS,2015-Q3,6.3
16161,F,PC_EMP,IS,2015-Q4,2.9
